1,1,65.36,27.79,1.58,7.33,6266.67
12,31,64.49,27.89,2.98,6.65,5404.35
1,1,59.65,27.43,3.18,6.46,6266.67
1,2,55.26,26.89,2.95,6.77,3390
1,3,54.65,26.64,3.32,6.14,5716
1,4,57.59,26.74,3.63,8.09,4170.37
1,5,58.58,26.38,2.89,6.39,3951.85
1,6,60.58,26.76,2.36,7.89,5890.48
1,7,61.17,26.85,2.68,7.54,4350
1,8,63.84,27.53,2.11,6.26,5352.17
1,9,58.75,27.36,2.5,8.14,6086.36
1,10,60.74,27.38,2.78,7.23,6285
1,11,67.2,27.35,2.45,7.22,5827.27
1,12,63.59,27.91,2.21,7.12,4111.11
1,13,58.33,27.8,2.72,7.89,4300
1,14,67.02,27.92,2.25,6.83,4221.43
1,15,65.5,28.13,1.85,7.88,4092.31
1,16,61.65,27.94,2.56,7.14,3740.79
1,17,62.02,27.91,2.42,8.02,3976.81
1,18,58.87,27.66,2.47,6.19,4889.44
1,19,63.64,27.09,2.64,6.4,5106.38
1,20,58.64,27.57,2.55,7.82,5101.42
1,21,55.91,27.06,3.38,7.45,5094.33
1,22,60.17,27.02,2.2,7.05,4838.03
1,23,64.87,27.43,2.33,6.46,4670.92
1,24,71.32,27.51,2.4,6.39,4780.85
1,25,71.9,27.57,1.8,6.89,4189.29
1,26,74.41,27.63,3.12,7.51,4917.07
1,27,75.86,27.55,3.22,7.16,3643.36
1,28,75.23,27.6,3.77,7.06,3152.55
1,29,69.78,28.08,2.87,7.39,5171.53
1,30,65.98,28.26,2.91,7.82,5116.78
1,31,60.93,28.47,3.76,6.74,5076.55
2,1,62.55,28.29,2.93,7.51,5428.17
2,2,63.76,28.38,2.54,6.92,5494.12
2,3,63.06,28.86,2.64,7.38,5576.76
2,4,56.4,29.94,1.85,6.62,5383.87
2,5,67.25,29.28,1.88,7.18,5070.97
2,6,69.28,28.79,3.14,6.58,5148.92
2,7,67.13,28.68,3.21,7.58,3737.41
2,8,71.9,28.66,2.36,6.72,4416.89
2,9,76.08,28.2,2.25,6.67,5163.04
2,10,74.15,28.12,1.43,7.49,5124.14
2,11,65.12,29.47,2.52,6.79,5276.55
2,12,62.95,29.34,2.72,7.54,4355.56
2,13,59.62,29.44,3.13,6.36,4923.24
2,14,60.04,29.43,3.45,7.64,5163.64
2,15,68.37,29.16,3.14,7.91,5281.63
2,16,71.22,29.18,2.85,7.12,5146.58
2,17,73.01,29.02,4.97,7.98,4886.81
2,18,72.5,28.87,5.09,6.76,5311.72
2,19,70.15,29.09,2.68,6.81,5673.97
2,20,63.85,30.27,2.45,7.63,5533.79
2,21,69.19,29.49,3.02,7.26,5089.12
2,22,56.19,29.93,3.25,6.39,5227.89
2,23,59.21,29.66,2.63,7.68,5479.86
2,24,63.72,29.33,3.05,7.94,5311.72
2,25,64.64,29.19,2.88,7.04,5421.38
2,26,71.31,28.84,4.9,7.72,5557.34
2,27,67.88,29.11,4.54,6.66,5421.92
2,28,67.25,28.87,4.86,6.32,5566.9
3,1,65.68,29.44,4.08,5.59,5358.5
3,2,67.75,29.78,2.6,7.07,5342.07
3,3,71.73,29.13,2.74,6.03,5492.47
3,4,69.98,29.17,2.56,6.3,5302.74
3,5,71.02,29.28,4.39,5.29,5344.52
3,6,73.15,29.14,5.57,5.41,5302.07
3,7,72.39,29.17,4.02,6.89,5412.33
3,8,75.9,28.6,3.95,6.13,5193.33
3,9,73.59,28.64,3.76,5.09,5122.07
3,10,73.51,28.96,2.32,5.77,5537.93
3,11,73.58,29.01,3.11,6.2,4790.28
3,12,67.1,29.67,2.45,5.53,5152.41
3,13,61.84,29.94,3.11,6.75,2525.69
3,14,61.62,30.18,2.77,5.96,2510.95
3,15,58.92,30.21,2.72,6.87,4863.16
3,16,61.55,30.07,2.82,6.15,4992
3,17,65.39,29.89,2.44,6.61,5479.17
3,18,68.6,29.73,2.4,6.63,4236
3,19,70.73,29.44,2.43,6.57,3760.71
3,20,72.18,29.18,2.36,6.01,5053.85
3,21,68.78,29.58,2.55,6.39,4991.67
3,22,69.12,29.75,2.93,6.08,3740
3,23,69.96,29.79,3.1,5.55,4150
3,24,69.62,29.93,3.36,6.69,4168
3,25,66.5,30.5,3.36,5.55,5003.85
3,26,65.6,30.52,3.14,5.59,4259.26
3,27,65.56,30.4,3.39,5.27,3619.35
3,28,74.06,30.01,4.4,5.47,3785.19
3,29,75.45,29.64,4.67,6.57,3829.63
3,30,72.19,30,4.38,6.61,3453.57
3,31,71.2,30,3.88,5.86,3483.33
4,1,71.86,29.96,4.22,5.79,4220.83
4,2,72.3,29.78,4.02,4.42,4592.59
4,3,72.26,30.01,3.55,5.74,3203.03
4,4,72.61,29.42,3.51,5.84,3545.45
4,5,66.06,30.22,2.68,4.72,3845.16
4,6,72.13,30.05,4.3,4.53,2780
4,7,72.86,30.29,4.16,5.63,2272.22
4,8,72.95,30.07,3.47,5.04,3353.12
4,9,72.41,30,3.68,6,3300
4,10,71.99,30.32,3.33,5.39,2947.06
4,11,74.33,30.14,3.71,4.77,2193.55
4,12,72.87,30.52,4.11,4.16,1725
4,13,71.92,30.7,3.96,4.37,1745
4,14,70.41,30.84,3.64,5.7,2919.35
4,15,71.86,30.43,3.52,5.76,3538.46
4,16,72.13,30.53,3.48,5.12,3586.21
4,17,78.66,29.24,3.84,4.71,3546.15
4,18,77.24,29.86,3.03,5.44,3437.5
4,19,76.82,29.73,2.28,5.44,3383.33
4,20,79.13,29.28,2.43,5.45,4530.77
4,21,73.5,29.35,3.03,4.72,3011.43
4,22,69.8,30.58,5.03,4.35,3470
4,23,79.26,29.26,3.42,4.68,3606.67
4,24,73.98,29.96,2.47,4.32,2741.18
4,25,74.68,29.89,2.49,5.81,3093.33
4,26,76.26,30.25,3.93,4.46,3831.03
4,27,78.02,30.38,3.94,4.4,3131.03
4,28,80.62,30.1,3.81,5.35,2878.79
4,29,80.53,29.78,4.17,4.81,3889.66
4,30,72.09,29.85,5.16,5.48,2925.71
5,1,77.73,29.69,5.68,3.97,3665.22
5,2,78.63,29.88,4.94,5.8,3244
5,3,71.81,30.2,5.36,4.41,2970.97
5,4,70.63,30.21,5.56,5.72,4608.33
5,5,74.96,29.68,6,3.98,3548.94
5,6,76.24,29.69,5.06,5.46,2620
5,7,73.27,29.72,5.44,5.46,3360
5,8,70.76,29.56,5.29,5.71,3576
5,9,72.71,29.45,7.14,5.27,2973.08
5,10,76.19,29.62,6.08,4.68,3526.67
5,11,77.52,29.66,5.1,3.93,3463.33
5,12,78.15,29.58,5.3,4.84,2696.55
5,13,75.08,29.74,5.23,3.96,4317.24
5,14,75.13,29.7,5.75,5.47,1636
5,15,79.63,29.34,5.56,4.62,3134.78
5,16,79.61,29.21,4.73,3.93,3262.07
5,17,77.7,29.4,4.81,4.21,2667.65
5,18,79.94,29.37,4.01,3.88,2488.57
5,19,79.87,29.33,3.31,4.42,2816.13
5,20,78.33,29.61,3.18,4,3450
5,21,80.76,29.39,3.41,5.7,4574.19
5,22,79.92,29.65,3.5,4.22,5113.04
5,23,79.4,29.6,4.06,5.26,3500
5,24,83.38,29.21,3.94,4.22,2588.89
5,25,82.44,28.63,4.43,5.8,1670.83
5,26,78.33,29.33,4.26,5,3084.38
5,27,80.77,29.76,4.85,5.75,3306.25
5,28,81.15,29.85,4.81,3.88,5691.67
5,29,82.52,29.44,6.08,5.75,5096
5,30,81.12,29.5,5.73,5.68,4025.81
5,31,74.82,28.98,4.67,5.06,3050
6,1,76.67,29.43,3.37,3.67,5009.38
6,2,81.35,29.4,4.03,4.2,3526.92
6,3,82.8,29.05,5.2,2.45,2582.86
6,4,82.33,28.24,4.42,2.66,4491.3
6,5,80.32,28.68,3.07,3.09,1552.78
6,6,84.34,28.8,6.73,2.62,4033.33
6,7,84.87,28.36,4.67,3.81,2642.86
6,8,80.29,29.25,5.38,3.06,3059.26
6,9,82.23,29.13,6.47,2.75,2065.62
6,10,81.06,29.06,7.11,3.99,1503.23
6,11,82.13,29.07,6.89,3.89,2031.03
6,12,82.32,29.09,6.02,2.55,1718.18
6,13,82.64,29.08,6.2,2.57,2509.68
6,14,81.75,28.89,3.37,4.13,3860
6,15,83.23,28.78,3.98,3.82,3306.45
6,16,81.83,28.66,4.11,3.78,3441.38
6,17,83.21,28.89,6.11,3.38,3678.26
6,18,83.21,28.75,5.18,2.36,3041.94
6,19,84.08,28.74,6.69,3.69,2723.33
6,20,83.12,28.06,5.86,3.93,3117.24
6,21,88.23,27.03,5.9,2.77,2227.27
6,22,83.51,28,8.05,3.42,1493.1
6,23,83.66,28.27,4.92,2.24,3323.08
6,24,83.91,28.56,4.47,2.51,3232
6,25,82.86,28.87,5.81,3.35,3331.03
6,26,81.2,28.82,5.41,2.63,3377.42
6,27,80.75,28.67,5.95,3.02,3200
6,28,77.77,28.69,6.12,2.31,3616.13
6,29,78.68,28.85,6.09,3.87,3892.31
6,30,81.91,28.53,6.87,4.08,3270.83
7,1,85.83,28.41,5.61,3.29,3018.52
7,2,83.87,28.47,6.5,3.24,2624
7,3,82.62,28.54,5.72,3.49,2771.43
7,4,83.01,28.52,5.53,3.53,3970.97
7,5,84.28,28.44,5.89,3.03,3032
7,6,81.74,28.62,6.08,2.75,3715.79
7,7,84.24,28.35,5.14,2.28,1791.43
7,8,85.36,28.3,4.31,1.99,3535.29
7,9,82.07,27.51,3.43,3.36,2673.68
7,10,82.99,27.41,3.33,2.77,1621.28
7,11,82.62,27.83,4.23,2.21,3688.46
7,12,83.78,27.6,3.56,2.26,2626.80111
7,13,84.71,27.79,3.84,2.06,2486.80111
7,14,86.48,27.72,5.12,3.38,2556.80111
7,15,83.11,26.84,6.08,2.03,1856.80111
7,16,78.73,27.71,7.88,2.76,3406.80111
7,17,79.31,27.67,8.89,3.64,2586.80111
7,18,85.27,26.8,9.03,2.16,2416.80111
7,19,85.08,26.77,10.56,2.49,1566.80111
7,20,85.58,26.88,7.57,2.82,2346.80111
7,21,86.87,27.12,7.38,3.31,3116.80111
7,22,86.38,26.84,6.81,3.02,1886.80111
7,23,84.52,26.96,5.13,2.14,3086.80111
7,24,88.96,26.71,4.54,2.52,2386.80111
7,25,88.65,26.58,3.87,3,1371.88
7,26,86.52,26.33,3.6,3.26,2394.44
7,27,87.15,26.7,3.36,1.88,2832.26
7,28,89.17,26.78,3.66,2.7,1412.5
7,29,89.48,26.81,3.8,2.5,1924.14
7,30,87.12,26.81,3.8,3.46,1168.97
7,31,86.43,27.06,3.43,2.23,1215.38
8,1,87.74,27.01,3.85,4.84,2143.33
8,2,86.98,27.42,4.64,4.68,2438.71
8,3,85.32,27.8,3.55,2.84,3041.38
8,4,85.39,28.09,5.47,3.99,2074.19
8,5,81.72,28.16,5.5,4.22,4250
8,6,85.9,27.8,5.31,3.69,3651.85
8,7,87.87,27.82,6.28,3.18,2522.22
8,8,85.5,27.64,8.27,3.45,2387.245185
8,9,86.48,27.42,5.45,3.84,2987.245185
8,10,83.72,27.53,4.38,4.48,2386.36
8,11,85.73,27.04,5.71,3.18,2904
8,12,83.16,27.22,7.37,3,1967.74
8,13,86.02,27.05,7.31,4.03,2187.245185
8,14,87.12,26.59,7.69,4.15,1015.15
8,15,85.13,27.03,5.95,4.53,2674.9
8,16,87.02,26.98,5.31,3.73,2974.9
8,17,84.45,26.72,3.38,3.2,1304
8,18,85.11,26.58,4.41,3.09,2787.245185
8,19,85.59,26.86,4.4,4.23,2972
8,20,86.37,27.08,4.54,3.95,3226.92
8,21,86.63,26.91,5.36,3.52,4830.43
8,22,84.35,26.58,5.06,2.89,3551.85
8,23,81.27,26.66,4.2,3.46,2540.62
8,24,82.07,26.73,3.15,4.5,3237.5
8,25,84.7,26.67,4.76,4.79,2655.56
8,26,85.49,26.7,7.2,4.16,4065.22
8,27,84.36,26.66,6.65,3.65,2403.85
8,28,85.83,26.96,5.12,3.53,2533.33
8,29,82.89,26.92,6.24,4.5,3071.43
8,30,82.16,27.18,5.54,4.59,4112.5
8,31,87.1,27,4.64,3.15,2673.07
9,1,85.84,27.47,5.03,4.69,1970.83
9,2,88,27.38,5.1,3.96,2218.52
9,3,87.19,27.19,4.44,4.32,3824
9,4,86.47,27.44,5.75,4.2,1979.17
9,5,88.11,27.55,4.91,4.38,1971.88
9,6,88.41,27.71,5.86,4.07,2847.37
9,7,87.67,27.82,5.51,5.39,3877.27
9,8,83.31,27.46,5.75,4.43,4405
9,9,78.1,27.87,6.08,5.53,3385.19
9,10,85.63,27.67,4.66,5.82,3757.89
9,11,86.56,27.8,4.68,4.25,2600
9,12,85.9,27.44,3.9,5.46,3550
9,13,85.29,26.88,3.61,5.4,5075
9,14,88.1,26.79,3.92,5.35,5300
9,15,84.86,27.21,3.4,5.82,4268.18
9,16,87,27.22,4.68,3.96,2608.33
9,17,85.09,27.26,4.86,3.96,3364
9,18,85.94,27.51,4.2,5.21,3850
9,19,85.12,27.25,3.8,5.58,2572.73
9,20,83.48,27.42,2.44,5.74,3617.39
9,21,75.91,27.93,3.51,4.67,5572.73
9,22,84.04,27.78,4.17,5.11,4884.21
9,23,87.33,27.08,4.83,5.09,5075
9,24,84.9,27.14,5.89,5.82,2414.81
9,25,83.65,27.27,5.05,4.57,1397.37
9,26,83.78,27.08,4.59,5.71,2341.94
9,27,74.31,27.85,1.5,4.69,6711.11
9,28,75.95,28.14,1.67,4.04,3476
9,29,78.52,27.61,1.08,4.39,4020.83
9,30,83.14,27.08,4.03,5.09,2032
10,1,80.87,27.4,3.61,4,3515.197816
10,2,80.18,27.92,2.96,3.26,3185.197816
10,3,82.49,27.3,3.77,3.81,4715.197816
10,4,80.18,27.59,3.12,3.44,4295.197816
10,5,80.37,27.69,2.84,4.15,3735.197816
10,6,79.22,27.32,2.68,4.86,4355.197816
10,7,80.85,27.65,3.4,4.71,4615.197816
10,8,82.26,27.77,3.79,3.9,4695.197816
10,9,82.57,27.95,3.95,4.49,3195.197816
10,10,81.18,27.55,2.24,3.73,3855.197816
10,11,81.55,27.68,2.61,4.64,3135.197816
10,12,80.35,27.55,3.26,3.26,3975.197816
10,13,82.92,27.4,2.64,4.53,2875.197816
10,14,82.08,27.76,2.19,4.85,3485.197816
10,15,83.65,27.65,2.31,3.45,2795.197816
10,16,83.73,27.65,2.55,5.03,4085.197816
10,17,83.03,27.26,4.4,5.06,3405.197816
10,18,84.74,27.59,5,3.24,3785.197816
10,19,80.13,27.95,2.5,3.77,3705.197816
10,20,86.38,26.96,3.81,3.55,3755.197816
10,21,88.46,26.82,4.87,3.24,4005.197816
10,22,85.68,26.68,3.98,4.75,3745.197816
10,23,81.2,27.27,4.67,4.57,4575.197816
10,24,82.08,27.03,4.67,5.06,2915.197816
10,25,79.08,27.92,5,3.59,3635.197816
10,26,81.83,27.38,4.57,5.04,3515.197816
10,27,69.89,27.49,2.8,5.04,4305.197816
10,28,72.06,27.93,2.53,3.27,2775.197816
10,29,72.73,27.98,2.85,4.4,4465.197816
10,30,84.35,27.39,6.6,3.66,3025.197816
10,31,83.01,27.48,6.58,4.3,3975.197816
11,1,70.26,28.34,1.42,6.55,3212.874667
11,2,76.81,27.83,1.95,5.2,3352.874667
11,3,82.21,27.55,2.8,6.59,3292.874667
11,4,83.47,27.16,3.33,5.78,4892.874667
11,5,83.65,27.71,3.12,6.27,4102.874667
11,6,84.71,27.68,4.3,4.91,4952.874667
11,7,83.36,27.96,3.81,6.02,5032.874667
11,8,81.47,28.16,3.36,6.3,4322.874667
11,9,79.52,28.26,2.83,5.05,4142.874667
11,10,80.65,27.94,2.46,5.29,4062.874667
11,11,77.99,27.99,1.77,6.1,3652.874667
11,12,79.17,27.82,1.64,5.91,3922.874667
11,13,72.32,28.96,1.48,4.95,4592.874667
11,14,71.84,29.01,2.03,6.31,4182.874667
11,15,77.82,28.51,2.4,5.23,5534.62
11,16,78.69,28.19,2.74,5.55,4122.874667
11,17,76.28,28.83,2.01,6.21,4937.5
11,18,77.05,28.81,1.89,5.36,4072.73
11,19,80.07,28.49,2.7,5.72,4662.5
11,20,78.29,28.48,1.89,4.95,3600
11,21,74.6,28.91,2.57,5.19,3932
11,22,75.54,28.14,1.09,6.45,4103.85
11,23,73.69,28.97,1.82,5.48,3364.29
11,24,70.37,29.4,2.3,4.8,2960.71
11,25,71.81,28.8,2.15,5.4,5272.73
11,26,72.13,29.15,2.04,6.7,4875
11,27,71.79,29.54,1.88,5.59,3055.56
11,28,74.39,29.14,1.23,5.95,5278.26
11,29,72.7,29.37,1.23,6.14,2524.14
11,30,77.69,28.59,2.41,6.55,3669.23
12,1,85.19,27.74,5.86,6.49,3659.26
12,2,82.18,27.8,4.52,6.33,5309.09
12,3,71.94,28.29,2.41,6.76,4584
12,4,70.15,28.75,2.13,6.42,3252.17
12,5,71.4,28.54,3.28,7.32,4980.95
12,6,72.82,28.17,3.5,7.08,3132.14
12,7,75.32,28.31,3.38,6.48,4760.87
12,8,69.67,28.26,2.93,7.65,4603.7
12,9,67.79,28.46,2.8,7.52,5742.86
12,10,67.1,28.87,1.64,5.9,5329.41
12,11,73.28,28.26,1.85,7.6,3844.83
12,12,77.45,27.52,1.42,7.17,4382.61
12,13,71.69,28.67,1.5,7.39,2334.48
12,14,76.67,28.21,2.32,6.75,4604.76
12,15,71.65,28.12,3.71,6.11,3211.11
12,16,67.74,28.53,2.49,6.74,2669.23
12,17,71.98,28.52,2.58,6.68,5009.52
12,18,72.3,28.47,2.71,6.18,5942.86
12,19,74.15,28.69,3.36,5.8,2563.33
12,20,74.36,27.95,1.98,7.02,5633.33
12,21,76,27.72,4.16,5.77,3818.52
12,22,73.24,28.31,2.88,5.85,3978.57
12,23,77.15,28.37,1.88,7.48,6214.29
12,24,79.46,27.6,1.65,6.82,3996.132759
12,25,77.84,28.22,1.56,7.01,4856.132759
12,26,77.01,28.24,1.46,7.65,5808.33
12,27,78.07,28.02,1.81,5.98,6071.43
12,28,72.44,28.26,3.2,7.73,5363.64
12,29,71.95,28.29,3.11,7.7,1836.67
12,30,72.5,28.43,2.37,5.85,4311.54
12,31,72.06,28.29,1.67,6.02,5404.35
